Ticker,Name,Sector,Industry,Close,Final_Score,Tech_Score,Fund_Score,Sent_Score,Pre_Score,Forecast_Score,Intrinsic_Value,Margin_Safety,PE_Ratio,ROE,Debt_to_Equity,PEG_Ratio,Market_Cap,Div_Yield,ROCE,OPM,FreeCashFlow,SalesGrowth3Y,ProfitGrowth3Y,QtrSalesGrowth,QtrProfitGrowth,Reason
FLAIR.NS,FLAIR.NS,Industrials,Business Equipment & Supplies,319.4,0.9326399999999999,0.8,0.7142857142857143,0.648,0.6272,1.0,169.56,-46.84,25.540432,0.12946999,5.464,0,33621125120,0.31,15.58680586033057,14.707999999999998,-102.4682624,23.405251819482253,29.42829838872949,18.8,29.5,Overvalued by 46.84%. Strong technical uptrend (RSI/MACD bullish). High Financial Strength (F-Score 7/9). Positive Market Sentiment.
TI.NS,TI.NS,Consumer Defensive,Beverages - Wineries & Distilleries,419.3,0.8490858,0.8,0.7142857142857143,0.68381,0.6325715000000001,0.5,179.38,-57.19,30.017908,0.19912,2.445,0,103610015744,0.24,25.43557390767756,13.814001000000001,40.8077248,22.332693879362807,71.91522531443877,6.2,-10.0,Overvalued by 57.19%. Strong technical uptrend (RSI/MACD bullish). High Financial Strength (F-Score 7/9). Positive Market Sentiment.
CHENNPETRO.NS,CHENNPETRO.NS,Energy,Oil & Gas Refining & Marketing,875.3,0.8459999999999998,0.8,1.0,0.5,0.7049999999999998,0.0,1023.86,16.75,11.157761,0.14144,21.902,0,130638381056,0.57,4.36168810896526,6.08,3522.9499392,11.02894034561377,-45.89924183620996,35.099999999999994,0,Strong technical uptrend (RSI/MACD bullish). Undervalued by ~16% (Graham). High Financial Strength (F-Score 7/9).
GESHIP.NS,GESHIP.NS,Industrials,Marine Shipping,1173.6,0.8459999999999998,0.8,1.0,0.5,0.7049999999999998,0.0,1851.13,57.73,8.216761,0.14222999,8.236,0,167551549440,2.58,16.325581962069656,34.734002000000004,1120.2262016,15.040034781878276,54.98700738125291,-8.3,1.0,DCF Undervalued by 57.73%. Strong technical uptrend (RSI/MACD bullish). Undervalued by ~57% (Graham). High Financial Strength (F-Score 7/9).
NATCOPHARM.NS,NATCOPHARM.NS,Healthcare,Drug Manufacturers - Specialty & Generic,891.95,0.8020889999999999,0.6,1.0,0.7227166666666667,0.6684074999999999,0.0,966.01,8.84,10.333566,0.19437,3.012,0,158968971264,0.73,29.294044491821168,38.65,78.6,32.30451002020984,123.00684512690307,-0.6,-23.5,Undervalued by ~8% (Graham). High Financial Strength (F-Score 7/9). Positive Market Sentiment.
GOODLUCK.NS,GOODLUCK.NS,Basic Materials,Steel,1137.4,0.7960470000000001,0.8,0.7142857142857143,0.88915,0.6633725,0.0,683.06,-39.71,22.484621,0.122609995,70.111,0,37705166848,0.35,13.737768569704045,8.3859995,-412.4676352,14.771798158634386,30.008327629537778,1.6,-12.1,Overvalued by 39.71%. Strong technical uptrend (RSI/MACD bullish). High Financial Strength (F-Score 7/9). Positive Market Sentiment.
UNITEDTEA.NS,UNITEDTEA.NS,Consumer Defensive,Farm Products,475.15,0.7759999999999999,0.8,0.8333333333333334,0.5,0.6466666666666666,0.0,667.8,40.29,11.168466,0.095419995,0,0,2378365952,0.63,9.704343425273658,17.266001,15.9211008,6.161826020995309,21.621309976473867,-15.4,-23.400000000000002,DCF Undervalued by 40.29%. Strong technical uptrend (RSI/MACD bullish). Undervalued by ~40% (Graham). High Financial Strength (F-Score 7/9).
HINDALCO.NS,HINDALCO.NS,Basic Materials,Aluminum,955.35,0.7689281999999998,0.6,1.0,0.53849,0.6407734999999999,0.0,1044.86,9.31,11.968198,0.14206,57.571,0,2136558534656,0.52,13.825684119801767,10.318,-2448.2500608,6.924995961584313,5.23467463835805,13.5,21.4,Undervalued by ~9% (Graham). High Financial Strength (F-Score 7/9).
MONTECARLO.NS,MONTECARLO.NS,Consumer Cyclical,Apparel Manufacturing,610.1,0.7619999999999999,0.6,1.0,0.5,0.6349999999999999,0.0,614.02,0.66,14.638829,0.10927,89.066,0,12646558720,3.28,14.407165222976529,10.245,-69.4662528,6.770310165929017,-10.688693278036299,13.200000000000001,102.1,Undervalued by ~0% (Graham). High Financial Strength (F-Score 7/9).
LUPIN.NS,LUPIN.NS,Healthcare,Drug Manufacturers - Specialty & Generic,2195.9,0.7565352000000001,0.8,0.7142857142857143,0.66964,0.6304460000000001,0.0,955.63,-56.64,23.342512,0.24529,31.513,0,1006784610304,0.55,19.23474482891722,25.837,1799.4274816,11.077382597600582,29.01826250560562,24.2,73.2,Overvalued by 56.64%. Strong technical uptrend (RSI/MACD bullish). High Financial Strength (F-Score 7/9). Positive Market Sentiment.
CCL.NS,CCL.NS,Consumer Defensive,Packaged Foods,959.4,0.6272,0.8,0.7142857142857143,0.648,0.6272,0,298.78,-68.91,37.9392,0.17368001,77.989,0,128126099456,0.52,12.1915805668203,14.157,570.4802304,28.549434208536837,14.943844216272083,52.7,36.5,Overvalued by 68.91%. Strong technical uptrend (RSI/MACD bullish). High Financial Strength (F-Score 7/9). Positive Market Sentiment.
HCLTECH.NS,HCLTECH.NS,Technology,Information Technology Services,1668.5,0.618215,0.8,0.7142857142857143,0.5881,0.618215,0,608.16,-63.58,27.49712,0.23188,9.747,0,4518169280512,3.24,33.224923209495614,15.687001,180.2249984,10.973472827714637,8.809294616616947,7.3999999999999995,-15.9,Overvalued by 63.58%. Strong technical uptrend (RSI/MACD bullish). High Financial Strength (F-Score 7/9).
EMCURE.NS,EMCURE.NS,Healthcare,Drug Manufacturers - Specialty & Generic,1570.6,0.616151,0.8,0.7142857142857143,0.57434,0.616151,0,486.01,-69.1,37.505962,0.1784,33.972,0,298197614592,0.19,21.463511198577027,14.735999999999999,300.3851264,10.633917696014738,0.9539238103105641,13.4,24.4,Overvalued by 69.1%. Strong technical uptrend (RSI/MACD bullish). High Financial Strength (F-Score 7/9).
TORNTPHARM.NS,TORNTPHARM.NS,Healthcare,Drug Manufacturers - Specialty & Generic,4003.7,0.6101325,0.8,0.5714285714285714,0.86755,0.6101325,0,595.88,-85.15,63.43503,0.26832,33.4,0,1358147616768,0.8,27.543096871179394,26.619999999999997,987.3600512,10.36471320962673,34.978716503398545,14.299999999999999,30.5,Overvalued by 85.15%. Strong technical uptrend (RSI/MACD bullish). High Financial Strength (F-Score 7/9). Positive Market Sentiment.
AIIL.NS,AIIL.NS,Financial Services,Capital Markets,666.5,0.6054275,0.8,0.7142857142857143,0.50285,0.6054275,0,451.48,-32.62,14.179894,0.27507,20.291,0,568981061632,0.03,26.160229803571816,91.917,0,47.14961872084549,85.10499062778618,-46.800000000000004,-9.0,Overvalued by 32.62%. Strong technical uptrend (RSI/MACD bullish). High Financial Strength (F-Score 7/9).
HYUNDAI.NS,HYUNDAI.NS,Consumer Cyclical,Auto Manufacturers,2317.1,0.605387,0.8,0.7142857142857143,0.50258,0.605387,0,585.2,-74.72,32.869106,0.36782002,4.892,0,1881276547072,0.91,45.16864472688607,10.9469995,-779.796736,13.505742226552432,24.80149723316969,1.2,14.299999999999999,Overvalued by 74.72%. Strong technical uptrend (RSI/MACD bullish). High Financial Strength (F-Score 7/9).
GOKULAGRO.NS,GOKULAGRO.NS,Consumer Defensive,Packaged Foods,163.98,0.605,0.8,0.7142857142857143,0.5,0.605,0,103.54,-36.76,14.126833,0.27665,48.257,0,48314548224,0,30.9260933642265,2.589,-111.9478784,23.716179339734623,25.953053427870664,37.9,41.699999999999996,Overvalued by 36.76%. Strong technical uptrend (RSI/MACD bullish). High Financial Strength (F-Score 7/9).
TERASOFT.NS,TERASOFT.NS,Technology,Information Technology Services,404.6,0.605,0.8,0.7142857142857143,0.5,0.605,0,178.63,-56.43,30.896759,0.13261,21.66,0,5129868800,0.25,10.541927906842794,14.613000000000001,-6.9447752,-5.3098295235638915,93.4003161549779,181.9,425.0,Overvalued by 56.43%. Strong technical uptrend (RSI/MACD bullish). High Financial Strength (F-Score 7/9).
CIGNITITEC.NS,CIGNITITEC.NS,Technology,Information Technology Services,1659.5,0.605,0.8,0.7142857142857143,0.5,0.605,0,976.21,-41.27,16.076023,0.29424998,1.799,0,45785800704,0,28.477574374367894,15.953000000000001,-298.4420864,17.497088479274204,29.700998337376028,13.600000000000001,55.60000000000001,Overvalued by 41.27%. Strong technical uptrend (RSI/MACD bullish). High Financial Strength (F-Score 7/9).
BAJAJCON.NS,BAJAJCON.NS,Consumer Defensive,Household & Personal Products,282.85,0.605,0.8,0.7142857142857143,0.5,0.605,0,102.78,-63.75,28.468874,0.20405,2.789,0,37036822528,0,20.497560626011506,16.588,101.7309888,3.0812436645808905,-9.613853607330714,13.4,36.1,Overvalued by 63.75%. Strong technical uptrend (RSI/MACD bullish). High Financial Strength (F-Score 7/9).
MATRIMONY.NS,MATRIMONY.NS,Communication Services,Internet Content & Information,552.8,0.605,0.8,0.7142857142857143,0.5,0.605,0,202.3,-63.48,34.908634,0.123730004,22.336,0,11980755968,0.9,25.878554575934437,4.423999800000001,-83.1675008,1.6113800136845713,-5.462633143337758,-0.8,-39.1,Overvalued by 63.48%. Strong technical uptrend (RSI/MACD bullish). High Financial Strength (F-Score 7/9).
MANAKCOAT.NS,MANAKCOAT.NS,Industrials,Metal Fabrication,133.68,0.605,0.8,0.7142857142857143,0.5,0.605,0,57.07,-56.97,31.882214,0.15438,30.806,0,14036769792,0.04,13.431255718077445,10.8610004,-38.9429248,6.641730280806124,21.287361635993296,26.0,346.9,Overvalued by 56.97%. Strong technical uptrend (RSI/MACD bullish). High Financial Strength (F-Score 7/9).
SHREDIGCEM.NS,SHREDIGCEM.NS,Basic Materials,Building Materials,91.49,0.605,0.8,0.7142857142857143,0.5,0.605,0,37.55,-58.95,36.007874,0.104899995,39.119,0,13524124672,1.64,7.7733977963051135,8.1879996,-5.2970876,4.959649147186407,-23.047787065091686,11.1,2200.0,Overvalued by 58.95%. Strong technical uptrend (RSI/MACD bullish). High Financial Strength (F-Score 7/9).
LGBBROSLTD.NS,LGBBROSLTD.NS,Consumer Cyclical,Auto Parts,1859.9,0.605,0.8,0.7142857142857143,0.5,0.605,0,1192.72,-36.0,18.454302,0.16853,9.738,0,59583000576,1.08,19.638128546342593,13.821,-68.6717504,7.828679836445107,7.164102283450302,19.1,20.8,Overvalued by 36.0%. Strong technical uptrend (RSI/MACD bullish). High Financial Strength (F-Score 7/9).
GNA.NS,GNA.NS,Consumer Cyclical,Auto Parts,358.4,0.605,0.8,0.7142857142857143,0.5,0.605,0,347.38,-4.34,14.858837,0.11726,24.247,0,15590320128,0.84,13.359414636891072,12.950999999999999,40.1683264,6.763909793459266,6.459195428537989,-10.2,9.5,Strong technical uptrend (RSI/MACD bullish). High Financial Strength (F-Score 7/9).
KINGFA.NS,KINGFA.NS,Basic Materials,Specialty Chemicals,4340.6,0.605,0.8,0.7142857142857143,0.5,0.605,0,1624.93,-62.6,35.371216,0.16171,1.438,0,58880749568,0.22,27.708735046626963,13.428001,45.4357504,18.49695544935981,70.88148334272645,11.3,-1.3,Overvalued by 62.6%. Strong technical uptrend (RSI/MACD bullish). High Financial Strength (F-Score 7/9).
HTMEDIA.NS,HTMEDIA.NS,Communication Services,Publishing,23.56,0.605,0.8,0.7142857142857143,0.5,0.605,0,34.52,47.21,30.855265,0.01597,39.322,0,5424455168,0,3.6731567415430106,-6.4159999999999995,-46.8937504,6.832735669996426,-52.142182662617095,6.5,0,DCF Undervalued by 47.21%. Strong technical uptrend (RSI/MACD bullish). Undervalued by ~46% (Graham).
SMSPHARMA.NS,SMSPHARMA.NS,Healthcare,Drug Manufacturers - General,337.25,0.605,0.8,0.7142857142857143,0.5,0.605,0,133.5,-60.43,34.85537,0.1305,44.465,0,31598194688,0.12,11.55011574074074,15.817,-35.9400864,14.803874317456845,3.575604302540092,23.200000000000003,70.1,Overvalued by 60.43%. Strong technical uptrend (RSI/MACD bullish). High Financial Strength (F-Score 7/9).
INDIGOPNTS.NS,INDIGOPNTS.NS,Basic Materials,Specialty Chemicals,1200.1,0.605,0.8,0.7142857142857143,0.5,0.605,0,389.58,-67.54,39.843956,0.14421,2.232,0,57452101632,0.29,18.629777197592137,10.0880004,53.9701376,13.976852149756503,19.034901535964632,4.2,11.0,Overvalued by 67.54%. Strong technical uptrend (RSI/MACD bullish). High Financial Strength (F-Score 7/9).
AGARIND.NS,AGARIND.NS,Basic Materials,Specialty Chemicals,698.1,0.6045024999999999,0.4,1.0,0.76335,0.6045024999999999,0,741.44,6.07,12.562904,0.13633999,63.478,0,10455494656,0.47,15.64291579057139,6.279,-142.5474688,14.496271337100541,22.013057830394445,-24.8,-35.0,Undervalued by ~6% (Graham). High Financial Strength (F-Score 7/9). Positive Market Sentiment.
OIL.NS,OIL.NS,Energy,Oil & Gas Integrated,458.0,0.6023944999999999,0.6,1.0,0.28263,0.6023944999999999,0,534.5,16.86,12.453035,0.11196,58.174,0,744010350592,3.28,13.071544002996607,19.444999,-2604.9787904,8.216562846087626,5.231776036649327,15.8,-29.2,Undervalued by ~16% (Graham). High Financial Strength (F-Score 7/9).
PPL.NS,PPL.NS,Industrials,Building Products & Equipment,214.44,0.601951,0.4,1.0,0.74634,0.601951,0,308.76,43.98,9.672981,0.12229,2.772,0,5133703680,1.59,24.69279068321694,6.487,-14.9637504,8.164365450874422,21.09281919382,-9.6,-61.5,DCF Undervalued by 43.98%. Undervalued by ~43% (Graham). High Financial Strength (F-Score 7/9). Positive Market Sentiment.
ALKEM.NS,ALKEM.NS,Healthcare,Drug Manufacturers - Specialty & Generic,5830.5,0.5975075000000001,0.8,0.7142857142857143,0.45005,0.5975075000000001,0,2228.04,-61.73,29.45864,0.18741,17.056,0,696167235584,0.27,20.036313024710946,20.673999000000002,759.3399808,6.79724125171719,9.582584752989277,17.2,11.1,Overvalued by 61.73%. Strong technical uptrend (RSI/MACD bullish). High Financial Strength (F-Score 7/9).
BANKINDIA.NS,BANKINDIA.NS,Financial Services,Banks - Regional,152.87,0.5964138333333333,0.8,0.6666666666666666,0.55387,0.5964138333333333,0,295.64,93.51,7.216816,0.12234,0,0,695556571136,2.65,5.468809641527257,43.543,0,16.32811921941064,39.82765306437381,2.5,6.4,DCF Undervalued by 93.51%. Strong technical uptrend (RSI/MACD bullish). Undervalued by ~93% (Graham).
JINDALPHOT.NS,JINDALPHOT.NS,Financial Services,Asset Management,1387.2,0.5961,0.6,0.8571428571428571,0.574,0.5961,0,1866.37,35.09,9.221732,0.09052,5.857,0,14226978816,0,23.824802477917927,98.72100400000001,0,118.88755328797846,-29.09074760198862,1251.9,-62.0,DCF Undervalued by 35.09%. Undervalued by ~34% (Graham). High Financial Strength (F-Score 7/9).
RPTECH.NS,RPTECH.NS,Technology,Electronics & Computer Distribution,365.6,0.5961,0.6,0.8571428571428571,0.574,0.5961,0,440.51,19.38,12.043081,0.116780005,52.063,0,24316975104,0.55,13.052816576130166,2.3720000000000003,-203.7405056,13.929633463522562,4.548911866893635,12.1,-16.7,Undervalued by ~20% (Graham).
SCI.NS,SCI.NS,Industrials,Marine Shipping,214.63,0.595776,0.6,0.8571428571428571,0.57184,0.595776,0,266.66,24.17,12.442062,0.096920006,32.955,0,100030332928,4.47,9.946896919904237,11.259,-522.878976,4.253374409037591,-0.6613155787701053,-7.7,-35.099999999999994,Undervalued by ~24% (Graham). High Financial Strength (F-Score 7/9).
ASHOKA.NS,ASHOKA.NS,Industrials,Engineering & Construction,147.36,0.5957215,0.4,1.0,0.7048099999999999,0.5957215,0,407.55,176.49,2.9941092,0.38044998,44.43,0,41392041984,0,44.62129990317543,29.427999999999997,1097.969664,14.367072120906244,29.58329573496559,-25.6,-82.89999999999999,DCF Undervalued by 176.49%. Undervalued by ~176% (Graham). High Financial Strength (F-Score 7/9). Positive Market Sentiment.
AVANTIFEED.NS,AVANTIFEED.NS,Consumer Defensive,Packaged Foods,829.45,0.594295,0.6,0.7142857142857143,0.8953,0.594295,0,474.91,-42.64,18.249945,0.20798999,0.441,0,112865624064,1.09,26.257532924129475,11.092,705.5870464,3.6056943331638003,33.63819165665036,18.8,34.9,Overvalued by 42.64%. High Financial Strength (F-Score 9/9). Positive Market Sentiment.
BANKBARODA.NS,BANKBARODA.NS,Financial Services,Banks - Regional,307.7,0.5921845833333333,0.8,0.6666666666666666,0.525675,0.5921845833333333,0,507.21,64.73,8.276881,0.13079001,0,0,1592631885824,2.71,8.210486231552233,40.710998,0,12.920825421261739,38.193212669878676,0.2,-4.2,DCF Undervalued by 64.73%. Strong technical uptrend (RSI/MACD bullish). Undervalued by ~64% (Graham).
CENTRALBK.NS,CENTRALBK.NS,Financial Services,Banks - Regional,38.29,0.5902589583333333,0.8,0.6666666666666666,0.5128375,0.5902589583333333,0,70.28,82.74,7.4534883,0.12716,0,0,348116877312,1.53,7.898405500385667,32.933997999999995,0,16.689763758714715,54.95796961649857,0.3,28.299999999999997,DCF Undervalued by 82.74%. Strong technical uptrend (RSI/MACD bullish). Undervalued by ~83% (Graham).
CARERATING.NS,CARERATING.NS,Financial Services,Financial Data & Stock Exchanges,1607.1,0.5897275,0.6,0.7142857142857143,0.86485,0.5897275,0,573.26,-64.05,31.404097,0.19013001,2.913,0,47907758080,1.18,24.107861888619926,47.626000000000005,100.6108736,17.664354119131854,22.254163582920338,16.2,22.5,Overvalued by 64.05%. High Financial Strength (F-Score 7/9). Positive Market Sentiment.
TFCILTD.NS,TFCILTD.NS,Financial Services,Credit Services,68.63,0.58932,0.8,0.5714285714285714,0.7288,0.58932,0,38.51,-44.02,28.308641,0.093030006,82.375,0,31869915136,0.87,7.799089222563209,84.905,0,-0.6652802903451716,6.758578603288745,12.0,14.099999999999998,Overvalued by 44.02%. Strong technical uptrend (RSI/MACD bullish). High Financial Strength (F-Score 7/9). Positive Market Sentiment.
INDIANB.NS,INDIANB.NS,Financial Services,Banks - Regional,846.4,0.5883333333333333,0.8,0.6666666666666666,0.5,0.5883333333333333,0,1036.79,23.16,10.056744,0.15754,0,0,1134347943936,1.92,10.736742830703571,48.546,0,13.42817916718555,39.57307196267765,10.0,11.0,Strong technical uptrend (RSI/MACD bullish). Undervalued by ~22% (Graham).
DCBBANK.NS,DCBBANK.NS,Financial Services,Banks - Regional,186.48,0.5883333333333333,0.8,0.6666666666666666,0.5,0.5883333333333333,0,300.64,61.29,8.800755,0.11828,0,0,59973251072,0.72,4.700491496405808,33.721000000000004,0,16.31888873095717,28.871145050550062,8.0,18.099999999999998,DCF Undervalued by 61.29%. Strong technical uptrend (RSI/MACD bullish). Undervalued by ~61% (Graham).
SOUTHBANK.NS,SOUTHBANK.NS,Financial Services,Banks - Regional,42.46,0.5883333333333333,0.8,0.6666666666666666,0.5,0.5883333333333333,0,68.83,61.81,8.196532,0.13551,0,0,111450562560,0.94,9.043918489836908,37.476003000000006,0,17.349308109819162,207.51978401484513,6.7,8.1,DCF Undervalued by 61.81%. Strong technical uptrend (RSI/MACD bullish). Undervalued by ~62% (Graham).
ROSSELLIND.NS,ROSSELLIND.NS,Industrials,Conglomerates,47.8,0.5878605,0.6,0.8571428571428571,0.51907,0.5878605,0,82.94,75.53,9.156977,0.09021,35.146,0,1787595648,0.84,8.7887983460334,38.812999999999995,-9.0798376,-15.384535076942985,-13.10930401973267,0.8999999999999999,-2.9000000000000004,DCF Undervalued by 75.53%. Undervalued by ~73% (Graham). High Financial Strength (F-Score 7/9).
HEROMOTOCO.NS,HEROMOTOCO.NS,Consumer Cyclical,Auto Manufacturers,5676.5,0.5875225,0.6,0.7142857142857143,0.85015,0.5875225,0,2496.85,-55.93,21.461586,0.26332,3.395,0,1133462290432,2.29,30.43373139775354,13.535,3374.476288,12.00090985259854,23.634575841285653,16.6,23.1,Overvalued by 55.93%. High Financial Strength (F-Score 7/9). Positive Market Sentiment.
BLISSGVS.NS,BLISSGVS.NS,Healthcare,Drug Manufacturers - Specialty & Generic,164.35,0.5874699999999999,0.6,0.7142857142857143,0.8498,0.5874699999999999,0,157.62,-4.03,15.945631,0.10414,4.493,0,17386565632,0.3,11.755156996421459,9.6140005,-4.7674876,2.805522231362856,77.63291891825601,12.3,10.9,High Financial Strength (F-Score 7/9). Positive Market Sentiment.
J&KBANK.NS,J&KBANK.NS,Financial Services,Banks - Regional,102.66,0.5854968333333334,0.8,0.6666666666666666,0.48109,0.5854968333333334,0,240.55,133.78,5.4214964,0.148,0,0,113311678464,2.09,12.547566459357409,39.578998,0,14.680859967886528,61.43121553447584,-5.8999999999999995,-10.6,DCF Undervalued by 133.78%. Strong technical uptrend (RSI/MACD bullish). Undervalued by ~134% (Graham).
JETFREIGHT.NS,JETFREIGHT.NS,Industrials,Integrated Freight & Logistics,16.77,0.585,0.6,0.8571428571428571,0.5,0.585,0,18.31,8.16,16.59804,0.07338,95.805,0,785616064,0,9.945058216044817,2.775,-7.0538,-1.2988035429193578,8.035909626298432,-4.2,46.2,Undervalued by ~9% (Graham). High Financial Strength (F-Score 7/9).
INTLCONV.NS,INTLCONV.NS,Industrials,Specialty Industrial Machinery,81.89,0.585,0.6,0.8571428571428571,0.5,0.585,0,121.89,49.33,7.635174,0.18712999,30.243,0,5234358784,0.92,27.782943660636082,23.002,3.46275,-8.989283246702929,78.30327697588535,47.199999999999996,0,DCF Undervalued by 49.33%. Undervalued by ~48% (Graham).
DCAL.NS,DCAL.NS,Healthcare,Biotechnology,254.11,0.585,0.6,0.8571428571428571,0.5,0.585,0,282.12,10.79,29.20298,0.02254,40.201,0,40047947776,0,2.158528849045779,9.923001,153.6475008,8.51514275604699,-43.54829035211105,-17.299999999999997,97.2,Undervalued by ~11% (Graham). High Financial Strength (F-Score 7/9).
ANDHRSUGAR.NS,ANDHRSUGAR.NS,Basic Materials,Chemicals,71.23,0.585,0.6,0.8571428571428571,0.5,0.585,0,112.14,57.92,15.336933,0.03744,0.427,0,9634463744,1.12,2.8140883190661357,5.768,101.2416256,1.170122809550933,-52.546563879841614,13.100000000000001,630.3,DCF Undervalued by 57.92%. Undervalued by ~57% (Graham). High Financial Strength (F-Score 9/9).
BVCL.NS,BVCL.NS,Basic Materials,Building Materials,43.29,0.585,0.6,0.8571428571428571,0.5,0.585,0,45.68,7.14,25.686747,0.02955,28.58,0,948225600,0,8.321547199128553,2.016,8.6690496,6.127660965021731,4.551977151493314,13.5,0,Undervalued by ~5% (Graham). High Financial Strength (F-Score 7/9).
BPCL.NS,BPCL.NS,Energy,Oil & Gas Refining & Marketing,356.9,0.5805375,0.6,0.8571428571428571,0.47025,0.5805375,0,495.72,38.86,7.1859903,0.24822001,56.386,0,1548846497792,4.2,16.412142127837377,7.435,10887.4702848,8.279296683197025,4.515722730025629,2.1,169.3,DCF Undervalued by 38.86%. Undervalued by ~38% (Graham).
MPHASIS.NS,MPHASIS.NS,Technology,Information Technology Services,2788.8,0.5800274999999999,0.6,0.7142857142857143,0.8001833333333332,0.5800274999999999,0,1032.59,-63.02,29.80363,0.19518,20.567,0,531557711872,2.04,22.576018869099347,15.271,2474.994688,5.959596867846417,5.957009524739587,10.299999999999999,10.6,Overvalued by 63.02%. High Financial Strength (F-Score 7/9). Positive Market Sentiment.
