SYMBOL,NAME OF COMPANY, ISIN NUMBER,Ticker
GREAVESCOT,Greaves Cotton Limited,INE224A01026,GREAVESCOT.NS
GREENLAM,Greenlam Industries Limited,INE544R01021,GREENLAM.NS
GREENPANEL,Greenpanel Industries Limited,INE08ZM01014,GREENPANEL.NS
GREENPLY,Greenply Industries Limited,INE461C01038,GREENPLY.NS
GREENPOWER,Orient Green Power Company Limited,INE999K01014,GREENPOWER.NS
GRINDWELL,Grindwell Norton Limited,INE536A01023,GRINDWELL.NS
GRINFRA,G R Infraprojects Limited,INE201P01022,GRINFRA.NS
GRMOVER,GRM Overseas Limited,INE192H01020,GRMOVER.NS
GROBTEA,The Grob Tea Company Limited,INE646C01018,GROBTEA.NS
GROWW,Billionbrains Garage Ventures Limited,INE0HOQ01053,GROWW.NS
GRPLTD,GRP Limited,INE137I01015,GRPLTD.NS
GRSE,Garden Reach Shipbuilders & Engineers Limited,INE382Z01011,GRSE.NS
GRWRHITECH,Garware Hi-Tech Films Limited,INE291A01017,GRWRHITECH.NS
GSFC,Gujarat State Fertilizers & Chemicals Limited,INE026A01025,GSFC.NS
GSLSU,Global Surfaces Limited,INE0JSX01015,GSLSU.NS
GSPL,Gujarat State Petronet Limited,INE246F01010,GSPL.NS
GSS,GSS Infotech Limited,INE871H01011,GSS.NS
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,INE586X01012,GTECJAINX.NS
GTL,GTL Limited,INE043A01012,GTL.NS
GTLINFRA,GTL Infrastructure Limited,INE221H01019,GTLINFRA.NS
GTPL,GTPL Hathway Limited,INE869I01013,GTPL.NS
GUFICBIO,Gufic Biosciences Limited,INE742B01025,GUFICBIO.NS
GUJALKALI,Gujarat Alkalies and Chemicals Limited,INE186A01019,GUJALKALI.NS
GUJAPOLLO,Gujarat Apollo Industries Limited,INE826C01016,GUJAPOLLO.NS
GUJGASLTD,Gujarat Gas Limited,INE844O01030,GUJGASLTD.NS
GUJRAFFIA,Gujarat Raffia Industries Limited,INE610B01024,GUJRAFFIA.NS
GUJTHEM,Gujarat Themis Biosyn Limited,INE942C01045,GUJTHEM.NS
GULFOILLUB,Gulf Oil Lubricants India Limited,INE635Q01029,GULFOILLUB.NS
GULFPETRO,GP Petroleums Limited,INE586G01017,GULFPETRO.NS
GULPOLY,Gulshan Polyols Limited,INE255D01024,GULPOLY.NS
GVKPIL,GVK Power & Infrastructure Limited,INE251H01024,GVKPIL.NS
GVPIL,GE Power India Limited,INE878A01011,GVPIL.NS
GVPTECH,GVP Infotech Limited,INE382T01030,GVPTECH.NS
GVT&D,GE Vernova T&D India Limited,INE200A01026,GVT&D.NS
HAL,Hindustan Aeronautics Limited,INE066F01020,HAL.NS
HALEOSLABS,HALEOS LABS LIMITED,INE320X01016,HALEOSLABS.NS
HAPPSTMNDS,Happiest Minds Technologies Limited,INE419U01012,HAPPSTMNDS.NS
HAPPYFORGE,Happy Forgings Limited,INE330T01021,HAPPYFORGE.NS
HARDWYN,Hardwyn India Limited,INE626Z01029,HARDWYN.NS
HARIOMPIPE,Hariom Pipe Industries Limited,INE00EV01017,HARIOMPIPE.NS
HARRMALAYA,Harrisons  Malayalam Limited,INE544A01019,HARRMALAYA.NS
HARSHA,Harsha Engineers International Limited,INE0JUS01029,HARSHA.NS
HATHWAY,Hathway Cable & Datacom Limited,INE982F01036,HATHWAY.NS
HATSUN,Hatsun Agro Product Limited,INE473B01035,HATSUN.NS
HAVELLS,Havells India Limited,INE176B01034,HAVELLS.NS
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,INE293B01029,HAVISHA.NS
HBLENGINE,HBL Engineering Limited,INE292B01021,HBLENGINE.NS
HBSL,HB Stockholdings Limited,INE550B01022,HBSL.NS
HCC,Hindustan Construction Company Limited,INE549A01026,HCC.NS
HCG,Healthcare Global Enterprises Limited,INE075I01017,HCG.NS
HCL-INSYS,HCL Infosystems Limited,INE236A01020,HCL-INSYS.NS
HCLTECH,HCL Technologies Limited,INE860A01027,HCLTECH.NS
HDBFS,HDB Financial Services Limited,INE756I01012,HDBFS.NS
HDFCAMC,HDFC Asset Management Company Limited,INE127D01025,HDFCAMC.NS
HDFCBANK,HDFC Bank Limited,INE040A01034,HDFCBANK.NS
HDFCLIFE,HDFC Life Insurance Company Limited,INE795G01014,HDFCLIFE.NS
HDIL,Housing Development and Infrastructure Limited,INE191I01012,HDIL.NS
HEADSUP,Heads UP Ventures Limited,INE759V01019,HEADSUP.NS
HECPROJECT,HEC Infra Projects Limited,INE558R01013,HECPROJECT.NS
HEG,HEG Limited,INE545A01024,HEG.NS
HEIDELBERG,HeidelbergCement India Limited,INE578A01017,HEIDELBERG.NS
HEMIPROP,Hemisphere Properties India Limited,INE0AJG01018,HEMIPROP.NS
HERANBA,Heranba Industries Limited,INE694N01015,HERANBA.NS
HERITGFOOD,Heritage Foods Limited,INE978A01027,HERITGFOOD.NS
HEROMOTOCO,Hero MotoCorp Limited,INE158A01026,HEROMOTOCO.NS
HESTERBIO,Hester Biosciences Limited,INE782E01017,HESTERBIO.NS
HEUBACHIND,Heubach Colorants India Limited,INE492A01029,HEUBACHIND.NS
HEXATRADEX,Hexa Tradex Limited,INE750M01017,HEXATRADEX.NS
HEXT,Hexaware Technologies Limited,INE093A01041,HEXT.NS
HFCL,HFCL Limited,INE548A01028,HFCL.NS
HGINFRA,H.G. Infra Engineering Limited,INE926X01010,HGINFRA.NS
HGM,HandsOn Global Management (HGM) Limited,INE596H01014,HGM.NS
HGS,Hinduja Global Solutions Limited,INE170I01016,HGS.NS
HIKAL,Hikal Limited,INE475B01022,HIKAL.NS
HILINFRA,Highway Infrastructure Limited,INE00RL01028,HILINFRA.NS
HILTON,Hilton Metal Forging Limited,INE788H01017,HILTON.NS
HIMATSEIDE,Himatsingka Seide Limited,INE049A01027,HIMATSEIDE.NS
HINDALCO,Hindalco Industries Limited,INE038A01020,HINDALCO.NS
HINDCOMPOS,Hindustan Composites Limited,INE310C01029,HINDCOMPOS.NS
HINDCON,Hindcon Chemicals Limited,INE642Y01029,HINDCON.NS
HINDCOPPER,Hindustan Copper Limited,INE531E01026,HINDCOPPER.NS
HINDOILEXP,Hindustan Oil Exploration Company Limited,INE345A01011,HINDOILEXP.NS
HINDPETRO,Hindustan Petroleum Corporation Limited,INE094A01015,HINDPETRO.NS
HINDUNILVR,Hindustan Unilever Limited,INE030A01027,HINDUNILVR.NS
HINDWAREAP,Hindware Home Innovation Limited,INE05AN01011,HINDWAREAP.NS
HINDZINC,Hindustan Zinc Limited,INE267A01025,HINDZINC.NS
HIRECT,Hind Rectifiers Limited,INE835D01023,HIRECT.NS
HISARMETAL,Hisar Metal Industries Limited,INE598C01011,HISARMETAL.NS
HITECH,Hi-Tech Pipes Limited,INE106T01025,HITECH.NS
HITECHCORP,Hitech Corporation Limited,INE120D01012,HITECHCORP.NS
HITECHGEAR,The Hi-Tech Gears Limited,INE127B01011,HITECHGEAR.NS
HLEGLAS,HLE Glascoat Limited,INE461D01028,HLEGLAS.NS
HLVLTD,HLV LIMITED,INE102A01024,HLVLTD.NS
HMAAGRO,HMA Agro Industries Limited,INE0ECP01024,HMAAGRO.NS
HMT,HMT Limited,INE262A01018,HMT.NS
HMVL,Hindustan Media Ventures Limited,INE871K01015,HMVL.NS
HNDFDS,Hindustan Foods Limited,INE254N01026,HNDFDS.NS
HOMEFIRST,Home First Finance Company India Limited,INE481N01025,HOMEFIRST.NS
HONASA,Honasa Consumer Limited,INE0J5401028,HONASA.NS
HONAUT,Honeywell Automation India Limited,INE671A01010,HONAUT.NS
HONDAPOWER,Honda India Power Products Limited,INE634A01018,HONDAPOWER.NS
HPAL,HP Adhesives Limited,INE0GSL01024,HPAL.NS
HPIL,Hindprakash Industries Limited,INE05X901010,HPIL.NS
HPL,HPL Electric & Power Limited,INE495S01016,HPL.NS
HSCL,Himadri Speciality Chemical Limited,INE019C01026,HSCL.NS
HTMEDIA,HT Media Limited,INE501G01024,HTMEDIA.NS
HUBTOWN,Hubtown Limited,INE703H01016,HUBTOWN.NS
HUDCO,Housing & Urban Development Corporation Limited,INE031A01017,HUDCO.NS
HUHTAMAKI,Huhtamaki India Limited,INE275B01026,HUHTAMAKI.NS
HYBRIDFIN,Hybrid Financial Services Limited,INE965B01022,HYBRIDFIN.NS
HYUNDAI,Hyundai Motor India Limited,INE0V6F01027,HYUNDAI.NS
IBULLSLTD,Indiabulls Limited,INE126M01010,IBULLSLTD.NS
ICDSLTD,ICDS Limited,INE613B01010,ICDSLTD.NS
ICEMAKE,Ice Make Refrigeration Limited,INE520Y01019,ICEMAKE.NS
ICICIAMC,ICICI Prudential Asset Management Company Limited,INE346A01027,ICICIAMC.NS
ICICIBANK,ICICI Bank Limited,INE090A01021,ICICIBANK.NS
ICICIGI,ICICI Lombard General Insurance Company Limited,INE765G01017,ICICIGI.NS
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,INE726G01019,ICICIPRULI.NS
ICIL,Indo Count Industries Limited,INE483B01026,ICIL.NS
ICRA,ICRA Limited,INE725G01011,ICRA.NS
IDBI,IDBI Bank Limited,INE008A01015,IDBI.NS
IDEA,Vodafone Idea Limited,INE669E01016,IDEA.NS
IDEAFORGE,Ideaforge Technology Limited,INE349Y01013,IDEAFORGE.NS
IDFCFIRSTB,IDFC First Bank Limited,INE092T01019,IDFCFIRSTB.NS
IEX,Indian Energy Exchange Limited,INE022Q01020,IEX.NS
IFBAGRO,IFB Agro Industries Limited,INE076C01018,IFBAGRO.NS
IFBIND,IFB Industries Limited,INE559A01017,IFBIND.NS
IFCI,IFCI Limited,INE039A01010,IFCI.NS
IFGLEXPOR,IFGL Refractories Limited,INE133Y01011,IFGLEXPOR.NS
IGARASHI,Igarashi Motors India Limited,INE188B01013,IGARASHI.NS
IGCL,Indogulf Cropsciences Limited,INE05J901018,IGCL.NS
IGIL,International Gemmological Institute (India) Limited,INE0Q9301021,IGIL.NS
IGL,Indraprastha Gas Limited,INE203G01027,IGL.NS
IGPL,IG Petrochemicals Limited,INE204A01010,IGPL.NS
IIFL,IIFL Finance Limited,INE530B01024,IIFL.NS
IIFLCAPS,IIFL Capital Services Limited,INE489L01022,IIFLCAPS.NS
IITL,Industrial Investment Trust Limited,INE886A01014,IITL.NS
IKIO,IKIO Technologies Limited,INE0LOJ01019,IKIO.NS
IKS,Inventurus Knowledge Solutions Limited,INE115Q01022,IKS.NS
IL&FSENGG,IL&FS Engineering and Construction Company Limited,INE369I01014,IL&FSENGG.NS
IL&FSTRANS,IL&FS Transportation Networks Limited,INE975G01012,IL&FSTRANS.NS
IMAGICAA,Imagicaaworld Entertainment Limited,INE172N01012,IMAGICAA.NS
IMFA,Indian Metals & Ferro Alloys Limited,INE919H01018,IMFA.NS
IMPAL,India Motor Parts and Accessories Limited,INE547E01014,IMPAL.NS
IMPEXFERRO,Impex Ferro Tech Limited,INE691G01015,IMPEXFERRO.NS
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,INE452L01012,INCREDIBLE.NS
INDBANK,Indbank Merchant Banking Services Limited,INE841B01017,INDBANK.NS
INDGN,Indegene Limited,INE065X01017,INDGN.NS
INDHOTEL,The Indian Hotels Company Limited,INE053A01029,INDHOTEL.NS
INDIACEM,The India Cements Limited,INE383A01012,INDIACEM.NS
INDIAGLYCO,India Glycols Limited,INE560A01023,INDIAGLYCO.NS
INDIAMART,Indiamart Intermesh Limited,INE933S01016,INDIAMART.NS
INDIANB,Indian Bank,INE562A01011,INDIANB.NS
INDIANCARD,Indian Card Clothing Company Limited,INE061A01014,INDIANCARD.NS
INDIANHUME,Indian Hume Pipe Company Limited,INE323C01030,INDIANHUME.NS
INDIASHLTR,India Shelter Finance Corporation Limited,INE922K01024,INDIASHLTR.NS
INDIGO,InterGlobe Aviation Limited,INE646L01027,INDIGO.NS
INDIGOPNTS,Indigo Paints Limited,INE09VQ01012,INDIGOPNTS.NS
INDIQUBE,Indiqube Spaces Limited,INE06ST01018,INDIQUBE.NS
INDNIPPON,India Nippon Electricals Limited,INE092B01025,INDNIPPON.NS
INDOAMIN,Indo Amines Limited,INE760F01028,INDOAMIN.NS
INDOBORAX,Indo Borax & Chemicals Limited,INE803D01021,INDOBORAX.NS
INDOCO,Indoco Remedies Limited,INE873D01024,INDOCO.NS
INDOFARM,Indo Farm Equipment Limited,INE622H01018,INDOFARM.NS
INDORAMA,Indo Rama Synthetics (India) Limited,INE156A01020,INDORAMA.NS
INDOSTAR,IndoStar Capital Finance Limited,INE896L01010,INDOSTAR.NS
INDOTECH,Indo Tech Transformers Limited,INE332H01014,INDOTECH.NS
INDOTHAI,Indo Thai Securities Limited,INE337M01021,INDOTHAI.NS
INDOUS,Indo Us Biotech Limited,INE250Z01010,INDOUS.NS
INDOWIND,Indowind Energy Limited,INE227G01018,INDOWIND.NS
INDRAMEDCO,Indraprastha Medical Corporation Limited,INE681B01017,INDRAMEDCO.NS
INDSWFTLAB,Ind-Swift Laboratories Limited,INE915B01019,INDSWFTLAB.NS
INDTERRAIN,Indian Terrain Fashions Limited,INE611L01021,INDTERRAIN.NS
INDUSINDBK,IndusInd Bank Limited,INE095A01012,INDUSINDBK.NS
INDUSTOWER,Indus Towers Limited,INE121J01017,INDUSTOWER.NS
INFIBEAM,Infibeam Avenues Limited,INE483S01020,INFIBEAM.NS
INFOBEAN,InfoBeans Technologies Limited,INE344S01016,INFOBEAN.NS
INFOMEDIA,Infomedia Press Limited,INE669A01022,INFOMEDIA.NS
INFY,Infosys Limited,INE009A01021,INFY.NS
INGERRAND,Ingersoll Rand (India) Limited,INE177A01018,INGERRAND.NS
INNOVACAP,Innova Captab Limited,INE0DUT01020,INNOVACAP.NS
INNOVANA,Innovana Thinklabs Limited,INE403Y01018,INNOVANA.NS
INOXGREEN,Inox Green Energy Services Limited,INE510W01014,INOXGREEN.NS
INOXINDIA,INOX India Limited,INE616N01034,INOXINDIA.NS
INOXWIND,Inox Wind Limited,INE066P01011,INOXWIND.NS
INSECTICID,Insecticides (India) Limited,INE070I01018,INSECTICID.NS
INSPIRISYS,Inspirisys Solutions Limited,INE020G01017,INSPIRISYS.NS
INTELLECT,Intellect Design Arena Limited,INE306R01017,INTELLECT.NS
INTENTECH,Intense Technologies Limited,INE781A01025,INTENTECH.NS
INTERARCH,Interarch Building Solutions Limited,INE00M901018,INTERARCH.NS
INTLCONV,International Conveyors Limited,INE575C01027,INTLCONV.NS
INVENTURE,Inventure Growth & Securities Limited,INE878H01024,INVENTURE.NS
IOB,Indian Overseas Bank,INE565A01014,IOB.NS
IOC,Indian Oil Corporation Limited,INE242A01010,IOC.NS
IOLCP,IOL Chemicals and Pharmaceuticals Limited,INE485C01029,IOLCP.NS
IONEXCHANG,ION Exchange (India) Limited,INE570A01022,IONEXCHANG.NS
IPCALAB,IPCA Laboratories Limited,INE571A01038,IPCALAB.NS
IPL,India Pesticides Limited,INE0D6701023,IPL.NS
IRB,IRB Infrastructure Developers Limited,INE821I01022,IRB.NS
IRCON,Ircon International Limited,INE962Y01021,IRCON.NS
IRCTC,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020,IRCTC.NS
IREDA,Indian Renewable Energy Development Agency Limited,INE202E01016,IREDA.NS
IRFC,Indian Railway Finance Corporation Limited,INE053F01010,IRFC.NS
IRIS,IRIS RegTech Solutions Limited,INE864K01010,IRIS.NS
IRISDOREME,Iris Clothings Limited,INE01GN01025,IRISDOREME.NS
IRMENERGY,IRM Energy Limited,INE07U701015,IRMENERGY.NS
ISFT,Intrasoft Technologies Limited,INE566K01011,ISFT.NS
ISGEC,Isgec Heavy Engineering Limited,INE858B01029,ISGEC.NS
ISHANCH,Ishan Dyes and Chemicals Limited,INE561M01018,ISHANCH.NS
ITC,ITC Limited,INE154A01025,ITC.NS
ITCHOTELS,ITC Hotels Limited,INE379A01028,ITCHOTELS.NS
ITDC,India Tourism Development Corporation Limited,INE353K01014,ITDC.NS
ITI,ITI Limited,INE248A01017,ITI.NS
IVALUE,Ivalue Infosolutions Limited,INE056801025,IVALUE.NS
IVC,IL&FS Investment Managers Limited,INE050B01023,IVC.NS
IVP,IVP Limited,INE043C01018,IVP.NS
IXIGO,Le Travenues Technology Limited,INE0HV901016,IXIGO.NS
IZMO,IZMO Limited,INE848A01014,IZMO.NS
J&KBANK,The Jammu & Kashmir Bank Limited,INE168A01041,J&KBANK.NS
JAGRAN,Jagran Prakashan Limited,INE199G01027,JAGRAN.NS
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,INE048B01035,JAGSNPHARM.NS
JAIBALAJI,Jai Balaji Industries Limited,INE091G01026,JAIBALAJI.NS
JAICORPLTD,Jai Corp Limited,INE070D01027,JAICORPLTD.NS
JAINREC,Jain Resource Recycling Limited,INE0YD401026,JAINREC.NS
JAIPURKURT,Nandani Creation Limited,INE696V01013,JAIPURKURT.NS
JAMNAAUTO,Jamna Auto Industries Limited,INE039C01032,JAMNAAUTO.NS
JARO,Jaro Institute of Technology Management and Research Limited,INE00YJ01010,JARO.NS
JASH,Jash Engineering Limited,INE039O01029,JASH.NS
JAYAGROGN,Jayant Agro Organics Limited,INE785A01026,JAYAGROGN.NS
JAYBARMARU,Jay Bharat Maruti Limited,INE571B01036,JAYBARMARU.NS
JAYKAY,Jaykay Enterprises Limited,INE903A01025,JAYKAY.NS
JAYNECOIND,Jayaswal Neco Industries Limited,INE854B01010,JAYNECOIND.NS
JAYSREETEA,Jayshree Tea & Industries Limited,INE364A01020,JAYSREETEA.NS
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,INE572A01036,JBCHEPHARM.NS
JBMA,JBM Auto Limited,INE927D01051,JBMA.NS
JETFREIGHT,Jet Freight Logistics Limited,INE982V01025,JETFREIGHT.NS
JGCHEM,J.G.Chemicals Limited,INE0MB501011,JGCHEM.NS
JHS,JHS Svendgaard Laboratories Limited,INE544H01014,JHS.NS
JINDALPHOT,Jindal Photo Limited,INE796G01012,JINDALPHOT.NS
JINDALPOLY,Jindal Poly Films Limited,INE197D01010,JINDALPOLY.NS
JINDALSAW,Jindal Saw Limited,INE324A01032,JINDALSAW.NS
JINDALSTEL,JINDAL STEEL LIMITED,INE749A01030,JINDALSTEL.NS
JINDRILL,Jindal Drilling And Industries Limited,INE742C01031,JINDRILL.NS
JINDWORLD,Jindal Worldwide Limited,INE247D01039,JINDWORLD.NS
JIOFIN,Jio Financial Services Limited,INE758E01017,JIOFIN.NS
JISLDVREQS,Jain Irrigation Systems Limited,IN9175A01010,JISLDVREQS.NS
JISLJALEQS,Jain Irrigation Systems Limited,INE175A01038,JISLJALEQS.NS
JITFINFRA,JITF Infralogistics Limited,INE863T01013,JITFINFRA.NS
JKCEMENT,JK Cement Limited,INE823G01014,JKCEMENT.NS
JKIL,J.Kumar Infraprojects Limited,INE576I01022,JKIL.NS
JKIPL,Jinkushal Industries Limited,INE1FF001016,JKIPL.NS
JKLAKSHMI,JK Lakshmi Cement Limited,INE786A01032,JKLAKSHMI.NS
JKPAPER,JK Paper Limited,INE789E01012,JKPAPER.NS
JKTYRE,JK Tyre & Industries Limited,INE573A01042,JKTYRE.NS
JLHL,Jupiter Life Line Hospitals Limited,INE682M01012,JLHL.NS
JMA,Jullundur Motor Agency (Delhi) Limited,INE412C01023,JMA.NS
JMFINANCIL,JM Financial Limited,INE780C01023,JMFINANCIL.NS
JNKINDIA,JNK India Limited,INE0OAF01028,JNKINDIA.NS
JOCIL,Jocil Limited,INE839G01010,JOCIL.NS
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,INE147P01019,JPOLYINVST.NS
JPPOWER,Jaiprakash Power Ventures Limited,INE351F01018,JPPOWER.NS
JSFB,Jana Small Finance Bank Limited,INE953L01027,JSFB.NS
JSL,Jindal Stainless Limited,INE220G01021,JSL.NS
JSLL,Jeena Sikho Lifecare Limited,INE0J5801029,JSLL.NS
JSWCEMENT,JSW Cement Limited,INE718I01012,JSWCEMENT.NS
JSWENERGY,JSW Energy Limited,INE121E01018,JSWENERGY.NS
JSWHL,JSW Holdings Limited,INE824G01012,JSWHL.NS
JSWINFRA,JSW Infrastructure Limited,INE880J01026,JSWINFRA.NS
JSWSTEEL,JSW Steel Limited,INE019A01038,JSWSTEEL.NS
JTEKTINDIA,Jtekt India Limited,INE643A01035,JTEKTINDIA.NS
JTLIND,JTL INDUSTRIES LIMITED,INE391J01032,JTLIND.NS
JUBLCPL,Jubilant Agri and Consumer Products Limited,INE03CC01015,JUBLCPL.NS
JUBLFOOD,Jubilant Foodworks Limited,INE797F01020,JUBLFOOD.NS
JUBLINGREA,Jubilant Ingrevia Limited,INE0BY001018,JUBLINGREA.NS
JUBLPHARMA,Jubilant Pharmova Limited,INE700A01033,JUBLPHARMA.NS
JUNIPER,Juniper Hotels Limited,INE696F01016,JUNIPER.NS
JUSTDIAL,Just Dial Limited,INE599M01018,JUSTDIAL.NS
JWL,Jupiter Wagons Limited,INE209L01016,JWL.NS
JYOTHYLAB,Jyothy Labs Limited,INE668F01031,JYOTHYLAB.NS
JYOTICNC,Jyoti CNC Automation Limited,INE980O01024,JYOTICNC.NS
JYOTISTRUC,Jyoti Structures Limited,INE197A01024,JYOTISTRUC.NS
KABRAEXTRU,Kabra Extrusion Technik Limited,INE900B01029,KABRAEXTRU.NS
KAJARIACER,Kajaria Ceramics Limited,INE217B01036,KAJARIACER.NS
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,INE437B01014,KAKATCEM.NS
KALAMANDIR,Sai Silks (Kalamandir) Limited,INE438K01021,KALAMANDIR.NS
KALPATARU,Kalpataru Limited,INE227J01012,KALPATARU.NS
KALYANI,Kalyani Commercials Limited,INE610E01010,KALYANI.NS
KALYANIFRG,Kalyani Forge Limited,INE314G01014,KALYANIFRG.NS
KALYANKJIL,Kalyan Jewellers India Limited,INE303R01014,KALYANKJIL.NS
KAMATHOTEL,Kamat Hotels (I) Limited,INE967C01018,KAMATHOTEL.NS
KAMDHENU,Kamdhenu Limited,INE390H01020,KAMDHENU.NS
KAMOPAINTS,Kamdhenu Ventures Limited,INE0BTI01037,KAMOPAINTS.NS
KANANIIND,Kanani Industries Limited,INE879E01037,KANANIIND.NS
KANORICHEM,Kanoria Chemicals & Industries Limited,INE138C01024,KANORICHEM.NS
KANPRPLA,Kanpur Plastipack Limited,INE694E01014,KANPRPLA.NS
KANSAINER,Kansai Nerolac Paints Limited,INE531A01024,KANSAINER.NS
KAPSTON,Kapston Services Limited,INE542Z01028,KAPSTON.NS
KARMAENG,Karma Energy Limited,INE725L01011,KARMAENG.NS
KARURVYSYA,Karur Vysya Bank Limited,INE036D01028,KARURVYSYA.NS
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,INE234I01028,KAUSHALYA.NS
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,INE641C01019,KAVDEFENCE.NS
KAYA,Kaya Limited,INE587G01015,KAYA.NS
KAYNES,Kaynes Technology India Limited,INE918Z01012,KAYNES.NS
KCP,KCP Limited,INE805C01028,KCP.NS
KCPSUGIND,KCP Sugar and Industries Corporation Limited,INE790B01024,KCPSUGIND.NS
KDDL,KDDL Limited,INE291D01011,KDDL.NS
KEC,KEC International Limited,INE389H01022,KEC.NS
KECL,Kirloskar Electric Company Limited,INE134B01017,KECL.NS
KEEPLEARN,DSJ Keep Learning Limited,INE055C01020,KEEPLEARN.NS
KEI,KEI Industries Limited,INE878B01027,KEI.NS
KELLTONTEC,Kellton Tech Solutions Limited,INE164B01030,KELLTONTEC.NS
KERNEX,Kernex Microsystems (India) Limited,INE202H01019,KERNEX.NS
KESORAMIND,Kesoram Industries Limited,INE087A01019,KESORAMIND.NS
KEYFINSERV,Keynote Financial Services Limited,INE681C01015,KEYFINSERV.NS
KFINTECH,Kfin Technologies Limited,INE138Y01010,KFINTECH.NS
KHADIM,Khadim India Limited,INE834I01025,KHADIM.NS
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,INE745B01028,KHAICHEM.NS
KHAITANLTD,Khaitan (India) Limited,INE731C01018,KHAITANLTD.NS
KHANDSE,Khandwala Securities Limited,INE060B01014,KHANDSE.NS
KICL,Kalyani Investment Company Limited,INE029L01018,KICL.NS
KILITCH,Kilitch Drugs (India) Limited,INE729D01010,KILITCH.NS
KIMS,Krishna Institute of Medical Sciences Limited,INE967H01025,KIMS.NS
KINGFA,Kingfa Science & Technology (India) Limited,INE473D01015,KINGFA.NS
KIOCL,KIOCL Limited,INE880L01014,KIOCL.NS
KIRIINDUS,Kiri Industries Limited,INE415I01015,KIRIINDUS.NS
KIRLOSBROS,Kirloskar Brothers Limited,INE732A01036,KIRLOSBROS.NS
KIRLOSENG,Kirloskar Oil Engines Limited,INE146L01010,KIRLOSENG.NS
KIRLOSIND,Kirloskar Industries Limited,INE250A01039,KIRLOSIND.NS
KIRLPNU,Kirloskar Pneumatic Company Limited,INE811A01020,KIRLPNU.NS
KITEX,Kitex Garments Limited,INE602G01020,KITEX.NS
KKCL,Kewal Kiran Clothing Limited,INE401H01017,KKCL.NS
KMEW,Knowledge Marine & Engineering Works Limited,INE0CJD01029,KMEW.NS
KMSUGAR,K.M.Sugar Mills Limited,INE157H01023,KMSUGAR.NS
KNAGRI,KN Agri Resources Limited,INE0KNW01016,KNAGRI.NS
KNRCON,KNR Constructions Limited,INE634I01029,KNRCON.NS
KOHINOOR,Kohinoor Foods Limited,INE080B01012,KOHINOOR.NS
KOKUYOCMLN,Kokuyo Camlin Limited,INE760A01029,KOKUYOCMLN.NS
KOLTEPATIL,Kolte - Patil Developers Limited,INE094I01018,KOLTEPATIL.NS
KOPRAN,Kopran Limited,INE082A01010,KOPRAN.NS
KOTAKBANK,Kotak Mahindra Bank Limited,INE237A01028,KOTAKBANK.NS
KOTARISUG,Kothari Sugars And Chemicals Limited,INE419A01022,KOTARISUG.NS
KOTHARIPET,Kothari Petrochemicals Limited,INE720A01015,KOTHARIPET.NS
KOTHARIPRO,Kothari Products Limited,INE823A01017,KOTHARIPRO.NS
KPEL,K.P. Energy Limited,INE127T01021,KPEL.NS
KPIGREEN,KPI Green Energy Limited,INE542W01025,KPIGREEN.NS
KPIL,Kalpataru Projects International Limited,INE220B01022,KPIL.NS
KPITTECH,KPIT Technologies Limited,INE04I401011,KPITTECH.NS
KPRMILL,K.P.R. Mill Limited,INE930H01031,KPRMILL.NS
KRBL,KRBL Limited,INE001B01026,KRBL.NS
KREBSBIO,Krebs Biochemicals and Industries Limited,INE268B01013,KREBSBIO.NS
KRIDHANINF,Kridhan Infra Limited,INE524L01026,KRIDHANINF.NS
KRISHANA,Krishana Phoschem Limited,INE506W01012,KRISHANA.NS
KRISHIVAL,Krishival Foods Limited,INE0GGO01015,KRISHIVAL.NS
KRISHNADEF,Krishna Defence And Allied Industries Limited,INE0J5601015,KRISHNADEF.NS
KRITI,Kriti Industries (India) Limited,INE479D01038,KRITI.NS
KRITIKA,Kritika Wires Limited,INE00Z501029,KRITIKA.NS
KRITINUT,Kriti Nutrients Limited,INE798K01010,KRITINUT.NS
KRN,KRN Heat Exchanger and Refrigeration Limited,INE0Q3J01015,KRN.NS
KRONOX,Kronox Lab Sciences Limited,INE0ATZ01017,KRONOX.NS
KROSS,Kross Limited,INE0O6601022,KROSS.NS
KRSNAA,Krsnaa Diagnostics Limited,INE08LI01020,KRSNAA.NS
KRYSTAL,Krystal Integrated Services Limited,INE0QN801017,KRYSTAL.NS
KSB,Ksb Limited,INE999A01023,KSB.NS
KSCL,Kaveri Seed Company Limited,INE455I01029,KSCL.NS
KSHINTL,KSH International Limited,INE987S01020,KSHINTL.NS
KSHITIJPOL,Kshitij Polyline Limited,INE013801027,KSHITIJPOL.NS
KSL,Kalyani Steels Limited,INE907A01026,KSL.NS
